NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
1488,DEPUTADO FEDERAL,ORLANDO GALATI,923
1489,DEPUTADO FEDERAL,VERA LUCIA SERVONE PINTO,179
1490,DEPUTADO FEDERAL,JULIANA PINTO GONÃALVES,1301
1499,DEPUTADO FEDERAL,MICHAEL DELLA TORRE NETO,975
1500,DEPUTADO FEDERAL,MARIO PALUMBO JUNIOR,254898
1501,DEPUTADO FEDERAL,LEONORA MENDES DE LIMA,16678
1502,DEPUTADO FEDERAL,EDSON COELHO ARAÃJO FILHO,17317
1503,DEPUTADO FEDERAL,CARLA CRISTINA MASSARO FLORES,1304
1504,DEPUTADO FEDERAL,PAULO MARCIO LIMA DE OLIVEIRA,1524
1505,DEPUTADO FEDERAL,MARCOS ANTONIO PALERMO,7103
1506,DEPUTADO FEDERAL,RENATO MENEGUELO,490
1507,DEPUTADO FEDERAL,MAICON VINICIUS RIBEIRO DA SILVA,1352
1508,DEPUTADO FEDERAL,ANDREIA VAZ TOSTES IRENTE,1431
1509,DEPUTADO FEDERAL,FABIO CESAR SATO,10894
1510,DEPUTADO FEDERAL,WALTER VICIONI GONÃALVES,6186
1511,DEPUTADO FEDERAL,TANDARA ALVES CAIXETA,7412
1513,DEPUTADO FEDERAL,ANA PAULA TAVARES DE OLIVEIRA GOFFI,7646
1514,DEPUTADO FEDERAL,LIDIANI ROCHA FERREIRA,386
1515,DEPUTADO FEDERAL,LUIZ FELIPE BALEIA TENUTO ROSSI,236463
1516,DEPUTADO FEDERAL,DANIEL NEVES DE FARIA,2381
1517,DEPUTADO FEDERAL,ADENILSON SILVA ALVES,4502
1518,DEPUTADO FEDERAL,FABIO RINALDI MANZANO,2655
1519,DEPUTADO FEDERAL,JULIANE LAURA CAMOLESI GALLO,2476
