NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
2055,DEPUTADO FEDERAL,JOSÃ ROBERTO ZUCOLOTTO MOURA,1251
2060,DEPUTADO FEDERAL,ROSELANE GARCIA LIMA DA SILVA,157
2070,DEPUTADO FEDERAL,MARNI TERESINHA SAGGIN,225
2074,DEPUTADO FEDERAL,ISMAEL AMILIVIA MOREIRA,233
2077,DEPUTADO FEDERAL,JADERSON TOLEDO MARETOLI,6825
2088,DEPUTADO FEDERAL,CELSO BERNARDINO DE JESUS,128
2090,DEPUTADO FEDERAL,JOSEANE RIBEIRO ALVES,588
2101,DEPUTADO FEDERAL,ÃTILA FERREIRA TRESOHLAVY,107
2121,DEPUTADO FEDERAL,FELIPE AMARO FREITAS FERREIRA,2463
2200,DEPUTADO FEDERAL,ALCIBIO MESQUITA BIBO NUNES,76521
2201,DEPUTADO FEDERAL,FELIPE ALEXANDRE KLEIN DIEHL,9363
2202,DEPUTADO FEDERAL,FERNANDO EDISON DOMINGUES SOARES,9666
2203,DEPUTADO FEDERAL,LUCIENNE FERNANDES DOS REIS,837
2204,DEPUTADO FEDERAL,GILCA ASSMUS OURIQUES,390
2205,DEPUTADO FEDERAL,MAURO DE ALMEIDA,632
2210,DEPUTADO FEDERAL,UBIRATAN ANTUNES SANDERSON,86690
2211,DEPUTADO FEDERAL,ÃDSON ROIS DE LIMA FERREIRA,2340
2214,DEPUTADO FEDERAL,MARCELO PIRES MORAES,84247
2220,DEPUTADO FEDERAL,MARCELO DANTAS RITTA,10346
2221,DEPUTADO FEDERAL,ADA CRISTINA MUNARETTO,9972
2222,DEPUTADO FEDERAL,GIOVANI CHERINI,162036
2223,DEPUTADO FEDERAL,ROSELE LEANE GÃTTERT,2086
2224,DEPUTADO FEDERAL,DORIS DENISE NEUMANN,1496
2225,DEPUTADO FEDERAL,CARLA GODINHO DA SILVA,664
2227,DEPUTADO FEDERAL,DIÃGENES BERTHES DA SILVA,2659
2228,DEPUTADO FEDERAL,FELIPE CRUZ PEDRI,13105
2233,DEPUTADO FEDERAL,ROSSANO DOTTO GONÃALVES,17275
2234,DEPUTADO FEDERAL,MARLON ARATOR SANTOS DA ROSA,85911
2238,DEPUTADO FEDERAL,ARMANDO SCHNEIDER DA SILVA,1117
